PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Depth,Meta description,Meta description patch,Meta description patch status,Meta description length,No. of meta descriptions,Is indexable page
21,https://handlemyfile.com/ja/pdf-risaizu,PDF ページのサイズを変更する - PDF ページのサイズと余白を変更する | HandleMyFile,text/html; charset=utf-8,false,200,0,0,PDF ページのサイズを A4 やレターなどの標準サイズに変更し、余白を追加して、コンテンツを完全に中央に配置します。,,,59,1,true
21,https://handlemyfile.com/he/hshvvh-pdf,השווה PDF - מצא הבדלים בין שני קובצי PDF | HandleMyFile,text/html; charset=utf-8,false,200,0,0,העלה שני קובצי PDF והדגש את ההבדלים החזותיים ביניהם פיקסל אחר פיקסל באופן מקומי.,,,80,1,true
21,https://handlemyfile.com/tr/pdf-nin-kilidini-acin,PDF Online'ın Kilidini Açın - PDF Parolasını Yerel Olarak Kaldır | HandleMyFile,text/html; charset=utf-8,false,200,0,0,Tarayıcınızda PDF dosyalarınızdaki şifreyi ve şifrelemeyi anında kaldırın.,,,74,1,true
21,https://handlemyfile.com/ko/egseleul-csvro,무료 Excel to CSV 변환기(.xlsx to .csv) - 제로 업로드 | HandleMyFile,text/html; charset=utf-8,false,200,0,0,"브라우저에서 Microsoft Excel 스프레드시트(.xlsx, .xls)의 데이터를 범용 CSV 형식으로 빠르게 내보낼 수 있습니다.",,,76,1,true
21,https://handlemyfile.com/da/beskyt-pdf,Beskyt PDF Online - Adgangskodebeskyt PDF lokalt | HandleMyFile,text/html; charset=utf-8,false,200,0,0,Beskyt dine PDF-filer med AES-256-kryptering og adgangskodebeskyttelse lokalt i din browser.,,,92,1,true
21,https://handlemyfile.com/it/confronta-pdf,Confronta PDF: trova le differenze tra due PDF | HandleMyFile,text/html; charset=utf-8,false,200,0,0,Carica due file PDF ed evidenzia localmente le differenze visive tra loro pixel per pixel.,,,90,1,true
21,https://handlemyfile.com/ja/ocr-pdf,無料のブラウザ OCR - スキャンした PDF と画像からテキストを抽出 | HandleMyFile,text/html; charset=utf-8,false,200,0,0,多言語の WebAssembly OCR ワーカーを使用して、検索不可能なスキャンされた PDF と画像をローカルで編集可能なプレーン テキストに変換します。,,,79,1,true
21,https://handlemyfile.com/ko/yeogbanghyang-pdf,PDF 페이지 역방향 - PDF 페이지 순서를 거꾸로 변경 | HandleMyFile,text/html; charset=utf-8,false,200,0,0,브라우저에서 안전하게 PDF 문서의 페이지 순서를 마지막에서 처음으로 즉시 반전할 수 있습니다.,,,53,1,true
21,https://handlemyfile.com/th/excel-epn-pdf,แปลง Excel เป็น PDF ออนไลน์ - XLSX & XLS เป็น PDF ในเครื่อง | HandleMyFile,text/html; charset=utf-8,false,200,0,0,แปลงสเปรดชีตและข้อมูลทางการเงินให้เป็นตาราง PDF ที่สะอาดตาและพิมพ์ได้แบบออฟไลน์ในเบราว์เซอร์ของคุณ,,,98,1,true
21,https://handlemyfile.com/ko/metadeiteo-jegeo,PDF 메타데이터 제거 - 온라인 속성 삭제 | HandleMyFile,text/html; charset=utf-8,false,200,0,0,"더 나은 개인정보 보호를 위해 오프라인에서 PDF 파일의 작성자, 작성자 및 기타 숨겨진 디지털 발자국 속성을 제거하세요.",,,68,1,true
21,https://handlemyfile.com/zh/pdf-zhuan-ppt,免费 PDF 到 PowerPoint 转换器 (.pptx) - 零上传 | HandleMyFile,text/html; charset=utf-8,false,200,0,0,将多页 PDF 文档转换为可编辑的 PowerPoint (.pptx) 幻灯片，并在浏览器 RAM 内保持高保真度。,,,59,1,true
21,https://handlemyfile.com/hu/pdf-feloldasa,PDF online feloldása – PDF jelszó helyi eltávolítása | HandleMyFile,text/html; charset=utf-8,false,200,0,0,Azonnal távolítsa el a jelszót és a titkosítást PDF-fájljaiból a böngészőben.,,,77,1,true
21,https://handlemyfile.com/es/firmar-pdf,Firmar PDF en línea - Agregar firma electrónica a PDF | HandleMyFile,text/html; charset=utf-8,false,200,0,0,"Dibuja, carga o genera una firma electrónica y agrégala a tu PDF.",,,65,1,true
21,https://handlemyfile.com/no/excel-til-pdf,Konverter Excel til PDF Online - XLSX og XLS til PDF lokalt | HandleMyFile,text/html; charset=utf-8,false,200,0,0,"Forvandle regneark og økonomiske data til rene, utskrivbare PDF-tabeller offline i nettleseren din.",,,99,1,true
21,https://handlemyfile.com/ko/pptreul-pdfro,PowerPoint를 PDF로 변환 - PPTX 슬라이드를 로컬에서 PDF로 | HandleMyFile,text/html; charset=utf-8,false,200,0,0,서버 업로드 없이 쉽게 공유하고 인쇄할 수 있도록 PPTX 프레젠테이션 슬라이드를 범용 PDF 문서로 저장하세요.,,,63,1,true
21,https://handlemyfile.com/ja/pdf-shomei,オンラインで PDF に署名 - PDF に電子署名を追加 | HandleMyFile,text/html; charset=utf-8,false,200,0,0,電子署名を描画、アップロード、または生成して PDF に追加します。,,,34,1,true
21,https://handlemyfile.com/ru/razblokirovat-pdf,Разблокировать PDF онлайн — удалить пароль PDF локально | HandleMyFile,text/html; charset=utf-8,false,200,0,0,Мгновенно удалите пароль и шифрование из ваших PDF-файлов в браузере.,,,69,1,true
21,https://handlemyfile.com/ms/bandingkan-pdf,Bandingkan PDF - Cari Perbezaan Antara Dua PDF | HandleMyFile,text/html; charset=utf-8,false,200,0,0,Muat naik dua fail PDF dan serlahkan perbezaan visual antaranya piksel demi piksel secara setempat.,,,99,1,true
21,https://handlemyfile.com/unlock-pdf,Unlock PDF Online - Remove PDF Password Locally | HandleMyFile,text/html; charset=utf-8,false,200,0,0,Remove password and encryption from your PDF files instantly in your browser.,,,77,1,true
21,https://handlemyfile.com/ro/organizati-pdf,Organizați PDF online - Inserați pagini în PDF local | HandleMyFile,text/html; charset=utf-8,false,200,0,0,Inserați un alt fișier PDF într-un anumit index de pagină în siguranță în browser.,,,82,1,true
21,https://handlemyfile.com/id/buka-kunci-pdf,Buka Kunci PDF Online - Hapus Kata Sandi PDF Secara Lokal | HandleMyFile,text/html; charset=utf-8,false,200,0,0,Hapus kata sandi dan enkripsi dari file PDF Anda secara instan di browser Anda.,,,79,1,true
21,https://handlemyfile.com/zh/pdf-zhuan-tu-xiang,在线将 PDF 转换为 JPG/PNG 图像 - 将页面提取为 ZIP | HandleMyFile,text/html; charset=utf-8,false,200,0,0,在本地将 PDF 页面光栅化为清晰的 PNG/JPG 图像。单独下载或作为高速 ZIP 存档下载。,,,49,1,true
21,https://handlemyfile.com/uk/obrizati-pdf,Обрізати PDF-файл онлайн - видаліть поля з PDF-файлу локально | HandleMyFile,text/html; charset=utf-8,false,200,0,0,Видаліть білі поля або обріжте PDF-сторінки до певного розміру локально у вашому браузері.,,,90,1,true
21,https://handlemyfile.com/ru/sravnit-pdf,Сравнить PDF – найти различия между двумя PDF-файлами | HandleMyFile,text/html; charset=utf-8,false,200,0,0,Загрузите два PDF-файла и локально выделите визуальные различия между ними попиксельно.,,,87,1,true
21,https://handlemyfile.com/ko/pdf-bigyo,PDF 비교 - 두 PDF 간의 차이점 찾기 | HandleMyFile,text/html; charset=utf-8,false,200,0,0,두 개의 PDF 파일을 업로드하고 로컬에서 픽셀 단위로 시각적 차이를 강조하세요.,,,45,1,true
21,https://handlemyfile.com/sk/usporiadat-pdf,Usporiadajte PDF online – lokálne vložte stránky do PDF | HandleMyFile,text/html; charset=utf-8,false,200,0,0,Do prehliadača bezpečne vložte ďalší súbor PDF na konkrétny index stránky.,,,74,1,true
21,https://handlemyfile.com/sv/extrahera-bilder,Extrahera bilder från PDF - Spara alla bilder från PDF | HandleMyFile,text/html; charset=utf-8,false,200,0,0,Skanna din PDF direkt och extrahera alla inbäddade bilder som högkvalitativa JPG/PNG-filer lokalt.,,,98,1,true
21,https://handlemyfile.com/protect-pdf,Protect PDF Online - Password Protect PDF Locally | HandleMyFile,text/html; charset=utf-8,false,200,0,0,Secure your PDF files with AES-256 encryption and password protection locally in your browser.,,,94,1,true
21,https://handlemyfile.com/ru/podpisat-pdf,Подпишите PDF онлайн — добавьте электронную подпись в PDF | HandleMyFile,text/html; charset=utf-8,false,200,0,0,"Нарисуйте, загрузите или сгенерируйте электронную подпись и добавьте ее в свой PDF-файл.",,,88,1,true
21,https://handlemyfile.com/ro/decupati-pdf,Decupați PDF online - Eliminați marjele din PDF local | HandleMyFile,text/html; charset=utf-8,false,200,0,0,Eliminați marginile albe sau tăiați paginile PDF la o anumită dimensiune local în browser.,,,90,1,true
21,https://handlemyfile.com/th/hmun-pdf,หมุนหน้า PDF ออนไลน์ - เปิด PDF 90/180/270 องศาในเครื่อง | HandleMyFile,text/html; charset=utf-8,false,200,0,0,หมุนแต่ละหน้าหรือทุกหน้าในเอกสาร PDF ของคุณภายในไม่กี่วินาที ต้องอัปโหลดเป็นศูนย์,,,81,1,true
21,https://handlemyfile.com/th/ruupphaaphepn-pdf,แปลง JPG และ PNG เป็น PDF ออนไลน์ - รูปภาพเป็น PDF ในเครื่อง | HandleMyFile,text/html; charset=utf-8,false,200,0,0,รวมรูปภาพ ภาพหน้าจอ หรือรูปภาพ PNG/JPG ให้เป็นเอกสาร PDF เดียวที่สะอาดภายในเครื่องโดยไม่ต้องอัปโหลด,,,99,1,true
21,https://handlemyfile.com/zh/excel-zhuan-pdf,在线将 Excel 转换为 PDF - XLSX 和 XLS 本地转换为 PDF | HandleMyFile,text/html; charset=utf-8,false,200,0,0,在浏览器中将电子表格和财务数据转换为干净、可打印的 PDF 表格。,,,33,1,true
21,https://handlemyfile.com/ja/metadeta-sakujo,PDF メタデータを削除 - オンラインでプロパティをサニタイズ | HandleMyFile,text/html; charset=utf-8,false,200,0,0,プライバシーを向上させるために、作成者、作成者、その他の非表示のデジタル フットプリント プロパティを PDF ファイルからオフラインで削除します。,,,74,1,true
21,https://handlemyfile.com/ko/peiji-jegeo,온라인으로 PDF 페이지 제거 - PDF에서 로컬로 페이지 삭제 | HandleMyFile,text/html; charset=utf-8,false,200,0,0,브라우저 내에서 PDF 파일의 원치 않는 페이지를 안전하게 삭제하세요.,,,39,1,true
21,https://handlemyfile.com/he/hgn-l-pdf,הגן על PDF באינטרנט - הגן על PDF עם סיסמה מקומית | HandleMyFile,text/html; charset=utf-8,false,200,0,0,אבטח את קבצי ה-PDF שלך עם הצפנה AES-256 והגנת סיסמה באופן מקומי בדפדפן שלך.,,,75,1,true
21,https://handlemyfile.com/ko/pdf-hoejeon,온라인으로 PDF 페이지 회전 - 로컬에서 PDF를 90/180/270도 회전 | HandleMyFile,text/html; charset=utf-8,false,200,0,0,PDF 문서의 개별 페이지 또는 모든 페이지를 로컬에서 몇 초 만에 회전할 수 있습니다. 업로드가 필요하지 않습니다.,,,65,1,true
21,https://handlemyfile.com/cs/oriznout-pdf,Oříznout PDF online – odstranit okraje z PDF lokálně | HandleMyFile,text/html; charset=utf-8,false,200,0,0,Odstraňte bílé okraje nebo ořízněte stránky PDF na určitou velikost lokálně ve vašem prohlížeči.,,,96,1,true
